Feature	Gain	Cover	Frequency
mpagomiscuentas	0.00589416894784025	0.0079274503458808	0.00681686886192952
Visa_mpagado	0.00488504556521784	0.00826596364363543	0.0072790294627383
mautoservicio	0.00478978472616048	0.00462785749458386	0.00543038705950318
ccaja_ahorro	0.00432699969759725	0.0046262285215114	0.00381282495667244
mextraccion_autoservicio	0.00431480425367136	0.0134134677794341	0.00866551126516464
Master_fultimo_cierre	0.0038144364180933	0.00266817538626723	0.0049682264586944
Master_msaldototal	0.00349880452786874	0.00447169821231904	0.00427498555748123
ctransferencias_emitidas	0.00345286314534749	0.00275347645542932	0.00462160600808781
ctarjeta_debito_trx	0.00331637264836824	0.00364591675760162	0.00369728480647025
Master_msaldopesos	0.00326825114910621	0.00705214599421104	0.00462160600808781
ctransferencias_recibidas	0.00306072773334699	0.00581201514079275	0.0049682264586944
Master_mpagominimo	0.00277926726686092	0.00283570151569873	0.00381282495667244
Visa_mconsumosdolares	0.00277313088493804	0.00394708214545849	0.00392836510687464
cprestamos_personales	0.00268931404980748	0.00418276493135176	0.0024263431542461
ctarjeta_debito	0.00249818523492825	0.00305300863911483	0.00358174465626805
matm	0.00244878015673425	0.00340677293281672	0.00381282495667244
cpagomiscuentas	0.00235135614362655	0.00333665939311855	0.00323512420566147
ccuenta_debitos_automaticos	0.00219811711264121	0.00354217867502846	0.00265742345465049
cseguro_accidentes_personales	0.00195246315419964	0.00261476410943542	0.00207972270363951
ccaja_seguridad	0.00169525303262102	0.00649066224717669	0.0025418833044483
Master_mconsumospesos	0.00167027709970991	0.00230804328873661	0.0024263431542461
catm_trx	0.00162576112002913	0.00488797487656409	0.00288850375505488
thomebanking	0.00158345469746143	0.00172559656225415	0.00207972270363951
ccomisiones_mantenimiento	0.00152588555785601	0.00103193751701021	0.00184864240323512
ccallcenter_trx	0.00149584503014715	0.00651576958798708	0.00300404390525708
mplazo_fijo_dolares	0.00148803067405111	0.00584646686350063	0.00207972270363951
Visa_fultimo_cierre	0.00129494938213379	0.00153638605101388	0.00207972270363951
cmobile_app_trx	0.00128837127931861	0.000704827030762824	0.00184864240323512
mdescubierto_preacordado	0.0012321061151169	0.00342179121832506	0.0025418833044483
Master_cconsumos	0.00114908851022191	0.00222833996340535	0.00150202195262854
Master_mconsumototal	0.001125070582112	0.00119828105430209	0.00161756210283073
Visa_mpagosdolares	0.00105913143727763	0.000933088469203886	0.00103986135181976
mtarjeta_master_consumo	0.00100651425022513	0.00436800667183367	0.00231080300404391
ctarjeta_visa_debitos_automaticos	0.000963922185645465	0.0019889761214782	0.00173310225303293
cextraccion_autoservicio	0.000820505692754037	0.00101843184935487	0.00150202195262854
ctarjeta_master	0.000684115661941532	0.000240950504010721	0.000462160600808781
tcallcenter	0.000580412613206014	0.000571790703929213	0.000462160600808781
ccajas_consultas	0.000571464699837911	0.00424176337426718	0.00150202195262854
internet	0.000553363486954329	0.00209301038097362	0.00115540150202195
Visa_msaldodolares	0.000502336656964239	0.000985695837246686	0.000808781051415367
ctarjeta_master_trx	0.000480747867965204	0.000190960070631088	0.000577700751010976
Visa_delinquency	0.000475008859996929	0.000997236159467841	0.000924321201617562
Visa_Finiciomora	0.000434655853701281	0.000590902577613157	0.000346620450606586
Master_mpagosdolares	0.00036819021120799	0.000174606873423108	0.000346620450606586
Master_mpagado	0.000339764714740803	0.00143459638947935	0.000693240901213172
matm_other	0.000277966649077098	0.000473781529252461	0.000462160600808781
ccajas_trx	0.000241793103076969	0.00150589463686658	0.000693240901213172
mttarjeta_master_debitos_automaticos	0.000235164851038594	0.00140082798924212	0.000808781051415367
mtarjeta_visa_descuentos	0.000227646964980305	0.000286680220808612	0.000231080300404391
Master_status	0.000206518326824209	0.000354910921500949	0.000346620450606586
mcaja_ahorro_adicional	0.000206488877646587	0.00172752382779833	0.000693240901213172
Master_mconsumosdolares	0.000191912782562959	0.000110036073270202	0.000231080300404391
cseguro_vida	0.00014691684091152	0.000844963141533044	0.000577700751010976
cplazo_fijo	0.000127153453111733	0.000291440207059317	0.000115540150202195
cforex	9.24132083226468e-05	0.000228212780803833	0.000115540150202195
cseguro_vivienda	4.60638171187118e-05	2.98059761271965e-05	0.000115540150202195
catm_trx_other	4.31921445104513e-05	5.63349661644628e-05	0.000231080300404391
ccajas_extracciones	3.24302865008953e-05	0.000975780256999104	0.000346620450606586
ctarjeta_master_debitos_automaticos	3.08587195685711e-05	0.0003371931949011	0.000115540150202195
Visa_status	1.33378777974721e-05	0.000313943306503209	0.000115540150202195
