Feature	Gain	Cover	Frequency
Master_mpagospesos	0.00237044259831754	0.00744404729372264	0.00530805687203791
cmobile_app_trx	0.00230999535966987	0.00209600747127771	0.00492890995260664
ccajas_consultas	0.00228982264606049	0.0127715342623453	0.00246445497630332
ctarjeta_debito	0.00223851648592415	0.00389489258851672	0.00492890995260664
Master_fultimo_cierre	0.00211160803694125	0.00294411666041704	0.00511848341232227
Master_mconsumospesos	0.00209664069133863	0.00638851748143106	0.00625592417061611
mtarjeta_visa_debitos_automaticos	0.00209276452751932	0.00450189424034588	0.00834123222748815
matm	0.00203804545240506	0.00443543069343944	0.00492890995260664
ccaja_seguridad	0.00189541391630992	0.0127694991331943	0.00303317535545024
cextraccion_autoservicio	0.00185475283710777	0.00411183215440729	0.00720379146919431
cpagomiscuentas	0.00160742667516893	0.0040625404160882	0.00492890995260664
Visa_fultimo_cierre	0.001591912964081	0.00185024449475945	0.00322274881516588
cseguro_accidentes_personales	0.0012526487328984	0.0099010853759891	0.00322274881516588
ccajas_trx	0.00110269123275683	0.0057904821014845	0.00151658767772512
Master_mconsumosdolares	0.000950808065577739	0.0014521979404584	0.00246445497630332
Visa_mpagosdolares	0.000948069732710548	0.00527482718908879	0.0037914691943128
Visa_delinquency	0.00087157222001335	0.00203584437212634	0.000758293838862559
Visa_madelantopesos	0.000777199322439453	0.0006196220533695	0.000758293838862559
Master_madelantopesos	0.000776933682241004	0.000230307698588634	0.000568720379146919
Master_mconsumototal	0.000746667399990102	0.00285581286169504	0.00322274881516588
Master_cconsumos	0.000730036843136567	0.00120731923730928	0.00170616113744076
mtarjeta_master_consumo	0.000573378439957098	0.00225394129580886	0.0018957345971564
Visa_Finiciomora	0.000561028009891626	0.0067449576733124	0.00132701421800948
ctarjeta_master_trx	0.000494048061576504	0.00183270857360834	0.00151658767772512
Visa_msaldodolares	0.000339530100074313	0.000773141013065055	0.000758293838862559
cplazo_fijo	0.000329328990154419	0.00230491055272528	0.000568720379146919
matm_other	0.000211028873225117	0.00201737216152556	0.000758293838862559
ccajas_extracciones	0.000206582872792383	0.00253307909000182	0.000568720379146919
mtarjeta_visa_descuentos	0.000203006294094474	0.00230078177633264	0.00132701421800948
Master_mpagosdolares	0.000173480595315666	0.00045293652328796	0.000758293838862559
Master_mpagado	0.000154965315790082	0.00310902714175025	0.000568720379146919
cseguro_vida	0.000152580452561216	0.00114001042909411	0.00037914691943128
catm_trx_other	0.000131345151971376	0.000840735909723179	0.000568720379146919
Master_msaldodolares	0.000102122267880096	0.000378722580381473	0.00037914691943128
ctarjeta_master_debitos_automaticos	8.64517261147402e-05	0.000290490303770204	0.000568720379146919
Master_cadelantosefectivo	6.97234686135274e-05	0.000110709725413418	0.00037914691943128
ctarjeta_visa_descuentos	6.38369705435243e-05	0.00099606893022747	0.000568720379146919
mttarjeta_master_debitos_automaticos	6.20014184634245e-05	0.000257128490115641	0.00018957345971564
internet	6.10890606951414e-05	0.000795358381464517	0.00018957345971564
cseguro_vivienda	6.0840876044928e-05	0.000652060581594527	0.00018957345971564
mforex_sell	5.29687470968419e-05	0.000272954382619092	0.00018957345971564
ctarjeta_visa	9.48344507230659e-10	8.64182158025334e-05	0.00018957345971564
