Feature	Gain	Cover	Frequency
mpasivos_margen	0.125521670258035	0.0317677554541693	0.0345917798028641
cpayroll_trx	0.0831526846084057	0.0190435880501008	0.00446345545843407
ctarjeta_visa_trx	0.0641651195795029	0.0167510336220372	0.023805095778315
ctrx_quarter	0.0574748325737038	0.0238577713639754	0.0254788915752278
mpayroll	0.0466388299902148	0.0341035280874403	0.0135763436860703
mcaja_ahorro	0.038127464102035	0.0236370915323656	0.0299423470336619
mactivos_margen	0.0337789704856057	0.0240131682161715	0.0251069369536917
Visa_msaldototal	0.0334537011551218	0.0105226638636317	0.0143202529291426
mtarjeta_visa_consumo	0.0313519539347411	0.0158422447456203	0.0154361167937512
mcuentas_saldo	0.0310082973771129	0.0331544411548164	0.0342198251813279
mprestamos_personales	0.0182636853417132	0.0252054105008443	0.0081830016737958
mcuenta_corriente	0.0178115634368663	0.0132437421351322	0.0167379579691278
cliente_edad	0.0173164011493045	0.0243972993768909	0.0306862562767342
mrentabilidad_annual	0.0171196935461926	0.025182177667038	0.0293844151013576
cprestamos_personales	0.0152692417111635	0.00987737511361867	0.00464943276920216
Master_Fvencimiento	0.0150133542673576	0.0219740570497124	0.03012832434443
mautoservicio	0.0148845249921779	0.0110053612844605	0.0154361167937512
Master_fechaalta	0.0132904917563875	0.028298239784884	0.0269667100613725
Visa_Fvencimiento	0.0125308294449759	0.0169595258427635	0.0264087781290683
cliente_antiguedad	0.0124732157918638	0.0182619893119081	0.0254788915752278
mrentabilidad	0.0124493112952701	0.0121847613314408	0.0223172772921704
Visa_mpagominimo	0.0119453537029431	0.010167933148124	0.0137623209968384
Master_mfinanciacion_limite	0.0108430226352858	0.0127550760581046	0.0223172772921704
mcomisiones_otras	0.0107646059264259	0.013251957059793	0.0212014134275618
mcomisiones	0.0105889070113456	0.0124092534015259	0.0195276176306491
mtransferencias_recibidas	0.0104430400500858	0.00823372913674677	0.0143202529291426
chomebanking_trx	0.0098657216413804	0.0147931411052515	0.0143202529291426
Visa_msaldopesos	0.00957511850236198	0.0188610755286142	0.0210154361167938
catm_trx	0.00949514374381494	0.00292908273107506	0.00223172772921704
Visa_fechaalta	0.00921205995641558	0.01061539624365	0.0171099125906639
ccomisiones_otras	0.00865665390501061	0.0163278751512693	0.0146922075506788
numero_de_cliente	0.00852487422005705	0.00982782884925842	0.0178538218337363
Visa_mconsumospesos	0.00766597253205796	0.010372074025944	0.0198995722521852
mcaja_ahorro_dolares	0.0075481945629925	0.0197826232098949	0.0146922075506788
Visa_mfinanciacion_limite	0.00722894735031164	0.0122382931178435	0.0159940487260554
cproductos	0.00689133729775238	0.00831885629354395	0.00892691091686814
ccomisiones_mantenimiento	0.00688392434825283	0.00517357343196326	0.0053933420122745
Visa_mconsumototal	0.00644134406070619	0.00878813386479018	0.015064162172215
Visa_cconsumos	0.00642840764144117	0.0101988032947008	0.0185977310768086
Visa_mpagospesos	0.00600335764710519	0.00886249176878989	0.0143202529291426
thomebanking	0.00561341011426518	0.00607530260749988	0.00576529663381068
Visa_mlimitecompra	0.00551833923713218	0.0108570818943336	0.0141342756183746
mcomisiones_mantenimiento	0.00543427102934231	0.00631828467598158	0.00650920587688302
ctransferencias_recibidas	0.00530959085860915	0.0158583857889967	0.010786684024549
mtransferencias_emitidas	0.00495197619605215	0.0106412796742413	0.0104147294030128
ctransferencias_emitidas	0.00478524451855421	0.0131439051288643	0.00985679747070857
mpagomiscuentas	0.00461785024856385	0.0116883488371745	0.0135763436860703
Visa_mpagado	0.00452043701458181	0.0163352621655541	0.010786684024549
tcallcenter	0.00448206326710739	0.00453863677060478	0.00223172772921704
Master_mlimitecompra	0.00440186050478931	0.00625873930801082	0.00911288822763623
Master_mpagominimo	0.00376849999948731	0.00782248872464687	0.00706713780918728
mcuenta_debitos_automaticos	0.00374130267792158	0.0104592549139064	0.00892691091686814
ctarjeta_visa_debitos_automaticos	0.0034461220216189	0.00869626148469732	0.00743909243072345
ccaja_ahorro	0.00338808053603394	0.0171923034345182	0.0040915008368979
mtarjeta_visa_debitos_automaticos	0.00309156121473725	0.00844183628287957	0.00929886553840431
ccallcenter_trx	0.0029615247648484	0.00735768443659483	0.00223172772921704
Master_msaldopesos	0.00285533934250969	0.00675945821981415	0.00688116049841919
Master_status	0.00263323025457515	0.0122074807324558	0.00297563697228938
ccuenta_debitos_automaticos	0.00260875163840161	0.00750238263300234	0.00502138739073833
ctarjeta_master	0.0024811409977091	0.0014211306230333	0.00148781848614469
Master_mpagospesos	0.00244514931620114	0.00891527265973531	0.00576529663381068
mdescubierto_preacordado	0.0023758822996779	0.00743893517581771	0.00223172772921704
ccajas_consultas	0.00232675920510702	0.012366060867958	0.00241770503998512
mplazo_fijo_dolares	0.00230329599295798	0.015121924211069	0.00278965966152129
Visa_mconsumosdolares	0.00229895948267738	0.00307333167379019	0.00688116049841919
ctarjeta_debito_trx	0.00219974180130433	0.00575814233649542	0.00781104705225962
Visa_status	0.0020807143006045	0.0132389543743534	0.00241770503998512
mextraccion_autoservicio	0.00198608895183155	0.00600477619570523	0.00911288822763623
Master_msaldototal	0.00194482457298818	0.00270615663100343	0.00371954621536173
Master_mconsumospesos	0.0018760147952284	0.00517277761113675	0.00502138739073833
cpagomiscuentas	0.0018589133609793	0.00415369053532922	0.00502138739073833
ctarjeta_debito	0.00179248528007187	0.00469199914536545	0.00446345545843407
ccaja_seguridad	0.00150342854267189	0.00900875593521087	0.00223172772921704
cextraccion_autoservicio	0.0014281427193054	0.00296665959348818	0.00427747814766598
cseguro_accidentes_personales	0.00138034610641077	0.00679494284360272	0.00297563697228938
cmobile_app_trx	0.00134135778134625	0.00129266332074069	0.00241770503998512
matm	0.00131648887858363	0.0039302445845564	0.0040915008368979
mtarjeta_master_consumo	0.00109965045049566	0.00176986059279269	0.00167379579691278
Visa_mpagosdolares	0.00109558473436464	0.00541283311270805	0.00390552352612981
Visa_fultimo_cierre	0.000985021118496023	0.00126058018919446	0.00223172772921704
ccajas_trx	0.000814091206738098	0.00361255162703097	0.000929886553840432
Master_fultimo_cierre	0.000807867960665138	0.00136041719546233	0.00223172772921704
