Feature	Gain	Cover	Frequency
ccajas_trx	0.00199070787964158	0.0117483814962056	0.00348101265822785
Master_mpagospesos	0.00185995995810258	0.00803311430957479	0.0060126582278481
ccomisiones_mantenimiento	0.00169924583644999	0.00259255748952571	0.00379746835443038
Master_mconsumospesos	0.00168496619699996	0.00133077434364926	0.00253164556962025
cextraccion_autoservicio	0.00166483217517946	0.00341948026795598	0.00443037974683544
Visa_mpagosdolares	0.00162895925328067	0.00527389644883917	0.00569620253164557
ctarjeta_visa_debitos_automaticos	0.00156379250334021	0.00410453427146709	0.00411392405063291
ctarjeta_debito	0.00145421629856551	0.00418198312271268	0.00537974683544304
mplazo_fijo_dolares	0.00129924226471244	0.010973908911534	0.00443037974683544
Master_msaldototal	0.00126791329890652	0.00391131431990714	0.00411392405063291
ctarjeta_master	0.00114806126441296	0.0053826513601615	0.00189873417721519
ccaja_seguridad	0.00112176407475664	0.0102198876019266	0.00284810126582279
cseguro_accidentes_personales	0.00111641439572246	0.0105352258758515	0.00443037974683544
ccajas_consultas	0.00105936950662241	0.0101547907474195	0.00253164556962025
cpagomiscuentas	0.000987459832915848	0.00343820337842163	0.00316455696202532
cplazo_fijo	0.000967162683567714	0.00564864535826975	0.00189873417721519
Master_mconsumototal	0.000800021014027331	0.00379469108313178	0.00443037974683544
Master_fultimo_cierre	0.000624780980609981	0.00132551817482436	0.00158227848101266
matm	0.000508996669935916	0.0021285970601308	0.00316455696202532
Master_cconsumos	0.000466708953889316	0.000885170685680682	0.00189873417721519
Visa_fultimo_cierre	0.000459839108008727	0.00175990867263317	0.00221518987341772
mtarjeta_master_consumo	0.000413136909736756	0.00278930544531206	0.00189873417721519
cmobile_app_trx	0.000355965881700298	0.0014696805506853	0.00189873417721519
Master_mconsumosdolares	0.000273336997312919	0.000502370281277424	0.000632911392405063
ctarjeta_visa	0.000236504916314344	0.0013753641758471	0.000949367088607595
ctarjeta_master_trx	0.000175955859682317	0.000241067015650792	0.000632911392405063
matm_other	0.000171072210918799	0.00274643581382054	0.00158227848101266
cseguro_vivienda	0.000164569319862242	0.000496604423354359	0.000632911392405063
Master_madelantodolares	0.00011697784961192	0.000134549958025112	0.000316455696202532
ctarjeta_master_debitos_automaticos	0.000101308554035211	8.89009281701286e-05	0.000316455696202532
catm_trx_other	9.61468204568123e-05	0.00050648761352359	0.000632911392405063
Master_madelantopesos	8.19978980083725e-05	0.000251874017310459	0.000632911392405063
Master_mpagado	6.89330462407374e-05	0.000255816143929129	0.000316455696202532
mttarjeta_master_debitos_automaticos	6.81982243174115e-05	0.00018343232809662	0.000316455696202532
ctarjeta_visa_descuentos	3.30122269940308e-05	0.000863755779665321	0.000632911392405063
Visa_madelantopesos	1.69003848348943e-05	8.45207874827175e-05	0.000316455696202532
catm_trx	1.00191544121228e-05	0.000411486343959722	0.000949367088607595
mtarjeta_visa_descuentos	7.2620821492609e-06	0.000319646739582948	0.000316455696202532
Master_mpagosdolares	2.17599961445687e-06	0.00010740901354748	0.000316455696202532
